Date,Open,High,Low,Close,Volume
30-03-2023,100.91,101.155,99.78,100.89,33086183
31-03-2023,101.3,103.89,101.04,103.73,36863369
03-04-2023,102.39,104.53,101.93,104.36,25035399
04-04-2023,104.33,105.58,104.04,104.72,24420079
05-04-2023,105.78,106.1,103.66,104.47,28290503
06-04-2023,105.26,109.17,104.33,108.42,48711480
10-04-2023,106.98,107.59,105.12,106.44,27067355
11-04-2023,106.55,106.73,104.68,105.35,26311803
12-04-2023,106.58,106.75,104.34,104.64,24370274
13-04-2023,105.84,107.49,105.84,107.43,24843579
14-04-2023,106.89,108.94,106.84,108.87,26578002
17-04-2023,104.658,106.16,104.52,105.97,37402371
18-04-2023,106.49,106.54,104.07,104.5,26596445
19-04-2023,103.58,104.98,103.07,104.18,20905684
20-04-2023,103.91,106.25,103.8684,105.29,27820794
21-04-2023,105.47,106,104.78,105.41,25800082
24-04-2023,105.49,106.63,104.7,105.97,23542829
25-04-2023,105.825,106.69,103.84,103.85,46664104
26-04-2023,104.92,106.35,102.63,103.71,53139175
27-04-2023,104.45,108.37,103.54,107.59,50089187
28-04-2023,107.04,107.35,105.09,107.34,36139847
01-05-2023,106.84,107.99,106.82,107.2,26681680
02-05-2023,107.14,107.2,103.71,105.32,30997245
03-05-2023,105.53,107.49,104.96,105.41,21795405
04-05-2023,105.485,105.6,103.97,104.69,23419506
05-05-2023,104.82,105.88,104.11,105.57,26639254
08-05-2023,105.18,107.96,105.16,107.77,26511445
09-05-2023,108.39,110.15,107.19,107.35,36360141
10-05-2023,107.97,112.94,107.93,111.75,63153367
11-05-2023,115.395,117.92,114.41,116.57,78900029
12-05-2023,116.68,118.03,116.11,117.51,41102330
15-05-2023,116.11,118.48,116.01,116.51,36266765
16-05-2023,116.49,120.75,116.43,119.51,45035558
17-05-2023,119.61,121.67,118.89,120.84,33323588
18-05-2023,120.95,123.31,120.83,122.83,35234233
19-05-2023,123.55,125.97,122.15,122.76,41353445
22-05-2023,122.94,126.43,122.74,125.05,35253034
23-05-2023,124.16,124.625,122.2104,122.56,34046251
24-05-2023,121.12,121.91,119.86,120.9,34182635
25-05-2023,124.52,125.32,121.96,123.48,42316986
26-05-2023,123.17,125.26,122.45,124.61,35635937
30-05-2023,125.64,125.66,122,123.67,35076658
31-05-2023,122.75,124.0601,122.5,122.87,37244191
01-06-2023,122.815,124.42,122.62,123.72,30772683
02-06-2023,123.99,126.15,123.76,124.67,26980147
05-06-2023,124.01,127.43,123.84,126.01,32305531
06-06-2023,126.01,128.29,125.36,127.31,26638295
07-06-2023,126.97,129.04,122.12,122.5,52538986
08-06-2023,122.225,123.225,121.24,122.14,29389167
09-06-2023,122.25,123.755,121.91,122.23,23778319
12-06-2023,122.785,124.05,121.66,123.64,28338743
13-06-2023,124.98,125.16,123.18,123.83,22278313
14-06-2023,123.1,124.05,121.45,123.67,30592297
15-06-2023,123.14,125.46,122.4,125.09,35246268
16-06-2023,125.93,126.108,123.28,123.53,45535553
20-06-2023,122.93,124.57,122.14,123.1,26097492
21-06-2023,122.4,122.66,120.1,120.55,30306336
22-06-2023,120,123.24,118.83,123.15,26952246
23-06-2023,121.38,122.7879,121.06,122.34,34913637
26-06-2023,120.76,122,118.265,118.34,33969897
27-06-2023,117.08,119.08,116.1,118.33,39535936
28-06-2023,117.09,120.39,116.85,120.18,27091449
29-06-2023,119.24,120.06,118.295,119.1,24090902
30-06-2023,120.17,121.08,119.69,119.7,29532241
03-07-2023,119.24,120.19,118.8182,119.9,14467850
05-07-2023,119.24,122.61,119.23,121.75,27584809
06-07-2023,119.795,120.3,118.4,120.11,24778801
07-07-2023,120.1,121.05,119.4,119.48,21709549
10-07-2023,118.3,118.305,116.135,116.45,35315235
11-07-2023,116.29,117.71,115.35,117.14,23078782
12-07-2023,118.8,120.33,118.4145,118.93,30404409
13-07-2023,120.93,124.83,120.45,124.54,44297915
14-07-2023,124.8,126.775,123.49,125.42,33283076
17-07-2023,125.94,127.0999,124.195,124.65,25716215
18-07-2023,124.6,124.68,122.96,123.76,26226447
19-07-2023,124.6,125.18,121.8,122.03,37224033
20-07-2023,121.42,124.09,118.22,119.2,37906763
21-07-2023,120.62,120.99,118.73,120.02,71606474
24-07-2023,121.66,123,120.98,121.53,29723667
25-07-2023,121.36,123.145,121.02,122.21,52509551
26-07-2023,130.07,130.98,128.32,129.27,61682093
27-07-2023,131.67,133.24,128.79,129.4,44952074
28-07-2023,130.78,133.74,130.57,132.58,36591158
31-07-2023,132.73,133.525,131.775,132.72,28055531
01-08-2023,130.775,132.63,130.68,131.55,23276440
02-08-2023,129.45,130.09,127.56,128.38,26273258
03-08-2023,127.97,129.385,127.42,128.45,20159528
04-08-2023,129.28,131.51,127.91,128.11,26147158
07-08-2023,129.16,131.61,129.02,131.53,22746290
08-08-2023,130.62,131.51,129.545,131.4,23535181
09-08-2023,131.66,132.04,129,129.66,24912918
10-08-2023,131.32,132.05,129.45,129.69,20857754
11-08-2023,128.66,129.93,128.17,129.56,19591080
14-08-2023,129.39,131.37,128.96,131.33,24695608
15-08-2023,131.1,131.42,129.28,129.78,19770732
16-08-2023,128.7,130.2809,127.865,128.7,25216068
17-08-2023,129.8,131.99,129.29,129.92,33446280
18-08-2023,128.51,129.25,126.3824,127.46,30504769
21-08-2023,127.175,128.725,126.56,128.37,25248729
22-08-2023,128.51,130.278,128.32,129.08,22067520
23-08-2023,130.18,133.41,129.87,132.37,27819713
24-08-2023,133.95,134.25,129.57,129.78,28500694
25-08-2023,129.54,130.76,127.25,129.88,26762891
28-08-2023,131.31,132.54,130.14,131.01,20543266
29-08-2023,132.24,136.57,132.24,134.57,43075556
30-08-2023,134.78,136.275,134.07,135.88,28315769
31-08-2023,136.01,138,135.79,136.17,30053800
01-09-2023,137.455,137.455,134.85,135.66,21543687
05-09-2023,135.44,136.42,134.5801,135.77,19403112
06-09-2023,136.02,136.5299,133.665,134.46,18684534
07-09-2023,133.59,135.58,132.95,135.26,18844342
08-09-2023,134.91,136.66,134.85,136.38,23584188
11-09-2023,136.54,137.48,135.785,136.92,20763350
12-09-2023,136.26,136.8701,135.19,135.34,18405505
13-09-2023,135.09,136.9,134.15,136.71,20749496
14-09-2023,137.6,138.695,136.24,138.1,24750968
15-09-2023,137.98,138.52,136.48,137.4,38919614
18-09-2023,136.61,139.16,136.61,138.21,21861346
19-09-2023,137.42,138.41,136.62,138.04,20353653
20-09-2023,138.08,138.08,133.62,133.74,29927475
21-09-2023,131.44,132.23,130.07,130.44,31503910
22-09-2023,130.76,132.025,129.6,130.25,26397337
25-09-2023,129.83,131.17,128.96,131.11,20094643
26-09-2023,129.77,130.3645,127.22,128.565,25718704
27-09-2023,128.57,130.895,128.57,130.54,22746452
28-09-2023,129.84,133.3,129.79,132.31,22513132
29-09-2023,133.28,134.05,130.36,130.86,30859790
02-10-2023,131.21,134.42,131.17,134.17,22288038
03-10-2023,133.94,134.26,131.84,132.43,22989401
04-10-2023,132.79,135.57,132.53,135.24,26752295
05-10-2023,135.07,135.49,133.45,135.07,19832615
06-10-2023,134.01,138.155,134.01,137.58,27597598
09-10-2023,136.94,138.94,135.61,138.42,19278070
10-10-2023,138.5,139.72,137.33,138.06,27786613
11-10-2023,138.58,141.11,138.58,140.55,25884303
12-10-2023,141.05,141.22,138.26,138.97,24765537
13-10-2023,139.38,140,136.615,137.36,23435599
16-10-2023,138.17,139.63,137.99,139.095,28501871
17-10-2023,138.63,139.9,137.18,139.72,23515780
18-10-2023,139.445,140.72,137.38,137.96,23374998
19-10-2023,138.5,139.66,137.38,137.75,26066011
20-10-2023,137.33,137.87,135.08,135.6,26335673
23-10-2023,135.04,137.6599,133.95,136.5,26317930
24-10-2023,137.83,139.3599,137.42,138.81,44814321
25-10-2023,128.16,128.31,125.07,125.61,84366208
26-10-2023,123.27,124.3297,121.27,122.28,57061140
27-10-2023,122.88,123.31,120.2057,122.17,44566506
30-10-2023,123.21,125.4,122.75,124.46,28940081
31-10-2023,125.06,125.37,122.685,124.08,26292342
01-11-2023,124.07,126.49,123.715,126.45,30082438
02-11-2023,128.42,128.98,126.93,127.49,27124647
03-11-2023,128.02,129.525,127.86,129.1,26393109
06-11-2023,129.05,130.34,128.67,130.25,19052740
07-11-2023,130.71,131.91,129.88,130.97,29757276
08-11-2023,130.97,132.21,130.78,131.84,26425849
09-11-2023,131.96,132.55,130.065,130.24,23747773
10-11-2023,130.105,132.8,129.41,132.59,26927826
13-11-2023,131.78,132.59,131.25,132.09,18324751
14-11-2023,134.19,135.7,133.32,133.62,32395178
15-11-2023,134.87,135.03,133.57,134.62,23861515
16-11-2023,135.19,137.2199,134.32,136.93,28013179
17-11-2023,136,136.06,133.65,135.31,37287691
20-11-2023,133.69,136.66,133.62,136.25,27850762
21-11-2023,136.29,137.18,135.96,136.97,22635272
22-11-2023,137.47,139.42,137.47,138.49,17820456
24-11-2023,138.03,138.13,135.99,136.69,12514322
27-11-2023,136.03,138.42,136,136.41,23436526
28-11-2023,136.08,137.25,135.4222,137.2,18730032
29-11-2023,137.57,138.288,134.84,134.99,23967222
30-11-2023,135.05,135.55,131.28,132.53,38988263
01-12-2023,131.86,132.11,130.665,131.86,31442263
04-12-2023,129.88,130.03,127.9,129.27,36669876
05-12-2023,128.95,132.14,128.25,130.99,27384784
06-12-2023,131.44,131.84,129.875,130.02,22897543
07-12-2023,135.04,138.56,134.7,136.93,56767100
08-12-2023,134.2,136.4,134.025,134.99,32260112
11-12-2023,132.38,133.335,131.36,133.29,31138011
12-12-2023,131.81,133,131.26,132.52,29032831
13-12-2023,133.38,133.5,131.57,132.57,30104775
14-12-2023,133.38,133.72,129.685,131.94,38722413
15-12-2023,131.62,133.51,131.18,132.6,50847113
18-12-2023,132.63,137.1478,132.43,135.8,32257967
19-12-2023,136.84,137.47,136.08,136.65,25436155
20-12-2023,138.97,141.695,138.065,138.34,49107179
21-12-2023,139.49,140.685,139.18,140.42,27488284
22-12-2023,140.77,141.99,140.71,141.49,26532199
26-12-2023,141.59,142.68,141.19,141.52,16780333
27-12-2023,141.59,142.08,139.886,140.37,19567216
28-12-2023,140.78,141.14,139.75,140.23,16045712
29-12-2023,139.63,140.36,138.78,139.69,18733017
